concept_name,var_id,description
"最終購入日","recency_stat","最後の購入からの日数。平均値は全体顧客の平均リピート周期を示し、中央値は典型的な顧客行動を反映し、25%/75%分位数はアクティブ/非アクティブの境界を示し、分散は最終購入日の散らばり度を測定します"
"購入頻度","frequency_stat","観察期間中の総購入回数。平均値と中央値の差は高頻度顧客の存在を反映し、高分散はセグメント管理の必要性を示し、分位数は忠誠度レベルの識別を支援します"
"購入金額","monetary_stat","1回あたりの平均購入金額。高分散は差別化価格戦略の必要性を示します。分位数分析はプロモーション閾値とVIP基準の設定を支援します"
"顧客活動指数","cai_stat","購買行動のトレンド指標。>0は活動の増加(購入頻度の上昇)を示し、≈0は安定、<0は活動の低下(離反の可能性)を示します。将来の顧客行動を予測するために使用されます"
"時系列集計","time_series_aggregation","取引データを異なる期間(日次/週次/月次/四半期/年次)で集計し、期間収益、取引数、顧客数などの主要指標を計算します"
"成長率計算","growth_rate_calculation","各期間の前期比成長率を計算し、事業の成長または衰退トレンドを識別し、前期比および前年同期比分析をサポートします"
"移動平均","moving_average","移動平均を使用して短期変動を平滑化し、長期トレンドをより明確に表示します。デフォルトは3期移動平均です"
"トレンド分析","trend_analysis","線形回帰に基づいてデータトレンド方向(上昇/下降/安定)と強度を分析し、簡単な将来予測を提供します"
"季節性パターン","seasonality_pattern","販売データの季節性パターンを識別し、需要のピークとボトムを予測し、在庫とマーケティング計画を最適化するのを支援します"
"過去顧客価値","pcv_stat","歴史的累積消費総額。顧客の歴史的貢献度を反映し、重要顧客の識別に使用されます。高/中/低グループ化により差別化サービス戦略を策定できます"
"顧客レジリエンス指数","cri_stat","RFM総合加重スコア(0.3×R + 0.3×F + 0.4×M)を0〜100に標準化。80/20ルールを使用:上位20%は高安定性VIP顧客、中位60%は平均安定性顧客、下位20%は低安定性リスク顧客。スコアが高いほど取引が安定し、価値貢献が高いことを示します"
"時系列分析","time_series_analysis","販売データの時間トレンドを分析し、将来の方向性を予測し、戦略計画決定をサポートします"
"収益売上","revenue_pulse_sales","米ドル建ての総売上高で、会社全体の収益規模を表します。この指標を追跡することで事業成長トレンドと市場規模を把握できます"
"ARPU","revenue_pulse_arpu","米ドル建てのユーザーあたりの平均収益で、顧客ごとの平均貢献度を反映します。ARPUの上昇は顧客価値の向上を示し、低下は価格戦略の見直しが必要です"
"顧客生涯価値","revenue_pulse_clv","米ドル建ての顧客生涯価値(CLV)で、顧客の全ライフサイクルにわたる総貢献を推定します。CLVが高いほど顧客ロイヤルティと価値が高いことを示します"
"取引安定性","revenue_pulse_stability","顧客が安定した取引を維持するかどうかの総合指標(0〜100%)。上位20%は安定取引顧客でVIPメンテナンスが必要、下位20%は高リスクで維持戦略が必要です"
"顧客総数","customer_acquisition_total","現在のアクティブ顧客の総数で、観察期間中に購買行動があったすべての顧客を含み、離反または休眠顧客は含みません"
"累積顧客数","customer_acquisition_cumulative","事業開始以来、購入したことのあるすべての顧客の総数で、アクティブ、休眠、離反などすべてのステータスを含みます"
"顧客獲得率","customer_acquisition_rate","特定の期間または地域規模での顧客獲得率で、前期(月次、四半期、年次)と比較可能です。Amazon販路商品の新規顧客成長または減少率を反映し、企業が新規顧客拡大の効果を検証し、マーケティング戦略を最適化するのに役立ちます"
"顧客変動率","customer_change_rate","顧客プールの純変動比率で、アクティブ顧客の総顧客数に占める割合を計算します。正の値は健全な顧客プール成長を示し、負の値は離反速度が獲得速度を上回ることを示し、即座の維持措置が必要です"
"顧客維持率","customer_retention_rate","特定期間内の継続的にアクティブな顧客の割合で、顧客ロイヤルティのコア指標です。高維持率は顧客満足度が高いことを示し、低維持率は製品とサービス品質の見直しが必要です"
"顧客離反率","customer_churn_rate","特定期間内に購入を停止した顧客の割合で、維持率の補完指標です。離反率の上昇は事業リスク信号で、即座の維持措置の開始が必要です"
"リスク顧客","at_risk_customers","最近の購入頻度が低下または長期間購入していない顧客群で、うとうと(S1)、半休眠(S2)顧客を含みます。重点的な注意と再活性化戦略の実行が必要です"
"コア顧客比率","core_customer_ratio","コア顧客(E0)の総顧客に占める割合で、顧客基盤の健全性を表します。比率が高いほど顧客価値が集中していることを示し、リスクバランスが必要です"
"休眠予測","dormant_prediction","休眠状態に入ろうとしている顧客数を予測します。購入周期と行動パターン分析に基づきます。早期識別により離反コストを削減できます"
"新規顧客","new_customers","初回購入の新規顧客(N)で、事業成長の原動力です。2回目購入率を向上させるため特別な注意が必要です"
"うとうと顧客","drowsy_customers","購入頻度が低下し始めた顧客(S1)で、アクティブと休眠の間の状態です。ゴールデン再活性化期間で成功率が最も高いです"
"休眠顧客","sleeping_customers","長期間購入していない顧客(S3)で、再活性化コストは高いが価値はあります。強力なプロモーションまたは再活性化戦略が必要です"
"顧客活動指数","activity_conversion_cai","顧客活動指数(CAI)は顧客購買行動の活動トレンドを測定します。値>0は活動の増加、=0は安定、<0は活動の低下を示します。将来の顧客行動を予測し、パーソナライズされたマーケティング戦略を策定するために使用されます"
"顧客コンバージョン率","activity_conversion_rate","初回購入からロイヤル顧客への進化の転換割合を測定します。高コンバージョン率は優れた製品とサービス品質、高い顧客満足度を示し、長期的な収益成長に有利です"
"再活性化率","activity_reactivation_rate","休眠またはうとうと顧客の再活性化成功割合。顧客維持戦略の有効性を反映し、高再活性化率は顧客獲得コストの削減と全体的な維持率向上に役立ちます"
"購入頻度","activity_purchase_frequency","観察期間中の顧客の平均購入回数。高頻度顧客は通常、より高いロイヤルティと生涯価値を持ち、関係維持の重点対象です"
"平均再購入時間","activity_inter_purchase_time","2回の購入間の平均間隔日数。短い間隔は顧客粘着度が高いことを示し、次回購入タイミングを予測し、マーケティング活動をスケジュールするために使用できます"
"活動分布チャート","activity_distribution_chart","すべての顧客の活動指数分布を表示します。左偏分布は大多数の顧客の活動が低くインセンティブが必要であることを示し、右偏分布は顧客全体のパフォーマンスが良好であることを示します。異常顧客を識別しセグメンテーション戦略を策定するために使用できます"
"コンバージョンファネルチャート","conversion_funnel_chart","初回購入からロイヤル顧客になるまでのコンバージョンファネルを表示します。「≥5回購入コンバージョン率」は5回以上購入した顧客の割合を指し、製品粘着度を反映します。各段階の離脱分析は最適化の機会を特定するのに役立ちます"
"複数ファイルアップロード","dna_files","複数ファイルの同時アップロードをサポート(最大12ファイル)、システムは自動的にすべてのファイルを統合します。ファイルあたり最大200MB、.csv、.xlsx、.xls形式に対応"
"フィールド検出","field_detection","システムは主要フィールドを自動検出:customer_id(顧客識別子)、payment_time(取引時間)、lineitem_price(取引金額)。buyer email、purchase date、item priceなどの一般的なフィールド名を優先的にマッチングします"
"データ形式","data_format","分析精度を確保するため、少なくとも3〜12ヶ月の販売データをアップロードしてください。システムはAmazon販売レポート、Excel、CSVなどの形式をサポートします"
"顧客IDフィールド","customer_id_field","システムは顧客識別フィールドを自動検出し、メールアドレス(buyer email、buyer_email、email)を優先し、次にcustomer_id、customer、buyer_id、user_idなどを使用します"
"時間フィールド","payment_time_field","システムは取引時間フィールドを自動検出します。purchase date、payments date、payment_time、date、time、datetime形式を含みます"
"金額フィールド","lineitem_price_field","システムは取引金額フィールドを自動検出します。item price、lineitem_price、amount、sales、price、totalを含みます"
"標準化","standardization","元のフィールド名に関わらず、システムは標準変数名に変換します:customer_id、payment_time、lineitem_price。後続の分析に便利です"
"アップロードとプレビュー","load_btn","クリックするとすべてのファイルを読み込んで統合し、フィールドを自動検出し、最初の100レコードのプレビューを表示します。成功すると総レコード数とユニーク顧客数が表示されます"
"次のステップ","to_step2","データが正しいことを確認した後、クリックして顧客分析に進みます。続行するには、まずデータを正常にアップロードする必要があります"
"データプレビュー","dna_preview_tbl","アップロードされたデータの最初の100レコードを表示し、データ形式が正しいかを確認できます。すべてのフィールドを表示するための水平スクロールをサポートします"
"Amazon例","amazon_example","Amazon販売レポートCSV形式の例。必要なbuyer email、purchase date、item priceフィールドを含みます"
"ソースファイル","source_file","システムは各レコードのソースファイル名を自動的に記録し、追跡とデバッグを容易にします"
"データクリーニング","data_cleaning","システムは、主要フィールド(customer_id、payment_time、lineitem_price)が欠落しているレコードを自動的に削除し、データ型を変換します"
"アップロードステータス","step1_msg","アップロード処理のステータスメッセージを表示します。成功、失敗、警告などの情報が含まれます。操作結果を確認するために注意深くお読みください"
"主力顧客","core_customers","主力顧客(E0)は最も忠実で高価値な顧客で、継続的な維持が必要です。VIPサービスと専用オファーを提供し、高価値顧客のロイヤルティを維持します"
"半休眠顧客","semi_sleeping_customers","半休眠顧客(S2)は長期間購入していない顧客で、離脱リスクが高いです。専用オファーや商品推奨などの方法で再活性化する挽留戦略を設計する必要があります"
