concept_name,var_id,description
"顧客活躍度指數","activity_conversion_cai","Customer Activity Index (CAI) 衡量客戶購買行為的活躍趨勢。數值>0表示漸趨活躍,=0表示穩定,<0表示漸趨靜止。用於預測客戶未來行為並制定個人化行銷策略"
"顧客轉化率","activity_conversion_rate","衡量顧客從初次購買進階到忠誠客戶的轉化比例。高轉化率表示產品與服務品質優良,客戶滿意度高,有利於長期營收成長"
"喚醒率","activity_reactivation_rate","成功重新激活沉睡或瞌睡客戶的比例。反映客戶挽留策略的有效性,高喚醒率有助於降低客戶獲取成本並提升整體留存率"
"購買頻率","activity_purchase_frequency","觀察期間內客戶的平均購買次數。高頻率客戶通常具有更高的忠誠度與終身價值,是維繫關係的重點對象"
"平均再購時間","activity_inter_purchase_time","兩次購買之間的平均間隔天數。較短的間隔表示客戶黏著度高,可用於預測下次購買時機並安排行銷活動"
"客戶活躍度分布圖","activity_distribution_chart","顯示所有客戶的活躍度指數分布情況。左偏分布表示多數客戶活躍度偏低需要激勵,右偏分布表示客戶整體表現良好。可用於識別異常客戶並制定分群策略"
"轉化率分析圖","conversion_funnel_chart","展示客戶從首購到成為忠誠客戶的轉化漏斗。'≥5次轉化率'指購買5次以上客戶的比例,反映產品黏著度。各階段流失分析有助於找出優化機會點"
"多檔案上傳","dna_files","支援同時上傳多個檔案(最多12個),系統會自動合併所有檔案。每個檔案最大200MB,支援.csv、.xlsx、.xls格式"
"欄位偵測","field_detection","系統會自動偵測關鍵欄位:customer_id(客戶識別)、payment_time(交易時間)、lineitem_price(交易金額)。優先匹配buyer email、purchase date、item price等常見欄位名稱"
"資料格式","data_format","請確保上傳至少3-12個月以上的銷售數據,以確保分析準確性。系統支援Amazon銷售報告、Excel、CSV等格式"
"客戶識別欄位","customer_id_field","系統會自動偵測客戶識別欄位,優先使用電子郵件(buyer email、buyer_email、email),次選customer_id、customer、buyer_id、user_id等"
"時間欄位","payment_time_field","系統會自動偵測交易時間欄位,包含purchase date、payments date、payment_time、date、time、datetime等格式"
"金額欄位","lineitem_price_field","系統會自動偵測交易金額欄位,包含item price、lineitem_price、amount、sales、price、total等"
"標準化說明","standardization","無論原始欄位名稱為何,系統都會轉換為標準變數名稱:customer_id、payment_time、lineitem_price,方便後續分析使用"
"上傳並預覽","load_btn","點擊後系統會載入並合併所有檔案,自動偵測欄位,並顯示前100筆資料預覽。成功後會顯示總筆數和唯一客戶數"
"下一步","to_step2","確認資料無誤後,點擊進入下一步進行客戶分析。必須先成功上傳資料才能繼續"
"資料預覽","dna_preview_tbl","顯示上傳資料的前100筆記錄,可檢查資料格式是否正確。支援水平滾動查看所有欄位"
"Amazon範例","amazon_example","Amazon銷售報告CSV格式範例,包含必要的buyer email、purchase date、item price等欄位"
"檔案來源","source_file","系統會自動記錄每筆資料的來源檔案名稱,方便追蹤和除錯"
"資料清理","data_cleaning","系統會自動移除缺少關鍵欄位(customer_id、payment_time、lineitem_price)的記錄,並轉換資料型態"
"上傳狀態","step1_msg","顯示上傳處理的狀態訊息,包含成功、失敗、警告等資訊。請仔細閱讀以確認操作結果"
"主力客","core_customers","主力客戶(E0)是最忠誠且最有價值的客戶,需要持續維護與經營。提供VIP服務與專屬優惠,維持高價值客戶忠誠度"
"半睡客","semi_sleeping_customers","半睡客戶(S2)是較長時間未購買的客戶,流失風險較高。需要設計挽留策略,如專屬優惠、產品推薦等方式重新激活"
